user_id,disc_usage,cohort,first_trx_is_discounted
SC1101032003001,both,1,False
SC1101032003002,both,1,False
SC1101032004001,both,1,False
SC1101032004002,both,1,False
SC1101032005001,both,1,False
SC1101032007001,both,1,False
SC1101032007002,both,1,False
SC1101032007003,both,2,True
SC1101032007004,both,1,True
SC1101032007005,both,1,True
SC1101032007006,both,1,False
SC1101032007007,both,1,False
SC1101032008001,both,1,False
SC1101032008002,both,1,False
SC1101032009001,both,1,True
SC1101032010001,both,1,False
SC1101032011001,both,2,True
SC1101032012001,both,1,True
SC1101032012002,both,1,False
SC1101032013001,both,1,False
SC1101032014001,both,1,True
SC1101032014002,both,1,True
SC1101032014003,both,1,False
SC1101032014004,both,1,False
SC1101032015001,both,1,False
SC1101032015002,both,1,True
SC1101032015003,both,1,False
SC1101032015004,both,1,True
SC1101032016001,both,1,False
SC1101032016002,both,1,False
SC1101032017001,both,1,False
SC1101032017003,both,1,False
SC1101032017004,both,1,False
SC1101032017005,both,1,False
SC1101042001002,both,1,False
SC1101042001003,both,1,False
SC1101042002001,both,1,False
SC1101042002002,both,2,True
SC1101042002003,both,1,False
SC1101042003001,both,1,False
SC1101042003002,both,1,False
SC1101042003003,both,1,False
SC1101042004001,both,1,False
SC1101042004003,both,1,False
SC1101042005001,both,1,False
SC1101042006001,both,1,False
SC1101042006002,both,1,False
SC1101042007001,both,1,False
SC1101042007002,both,1,False
SC1101042007003,both,1,False
SC1101042007004,both,1,False
SC1101042008001,both,1,False
SC1101042010001,both,1,True
SC1101042011002,both,1,False
SC1101042012001,both,1,False
SC1101042012002,both,1,False
SC1101042014001,both,1,True
SC1101042014003,both,1,False
SC1101042015001,both,1,False
SC1101042015002,both,1,False
SC1101042016001,both,1,False
SC1101052001001,both,1,False
SC1101052002001,both,1,False
SC1101052002002,both,1,False
SC1101052002003,both,1,False
SC1101052002004,both,1,False
SC1101052003001,both,1,False
SC1101052003002,both,1,False
SC1101052003004,both,2,False
SC1101052004001,both,1,True
SC1101052005001,both,1,False
SC1101052005002,both,1,False
SC1101052005004,both,2,False
SC1101052006001,both,1,False
SC1101052007001,both,1,False
SC1101052007003,both,1,False
SC1101052008001,both,1,False
SC1101052008003,both,1,True
SC1101052010001,both,1,False
SC1101052010002,both,1,False
SC1101052011001,both,1,True
SC1101052011002,both,1,False
SC1101052013001,both,1,True
SC1101052013002,both,1,False
SC1101052015001,both,1,False
SC1101052015002,both,1,True
SC1101052016001,both,1,True
SC1101052016002,both,1,False
SC1101052016003,both,1,False
SC1101052017002,both,1,False
SC1101052018001,both,1,False
SC1101052020001,both,1,False
SC1101052020002,both,1,False
SC1101052020003,both,1,True
SC1101052021002,both,1,False
SC1101062001001,both,1,True
SC1101062001002,both,1,False
SC1101062002001,both,1,False
SC1101062003001,both,3,False
SC1101062003002,both,1,False
SC1101062005001,both,1,True
SC1101062006002,both,1,False
SC1101062007001,both,1,False
SC1101062008001,both,1,True
SC1101062010001,both,1,True
SC1101062010002,both,1,False
SC1101062011001,both,1,False
SC1101062011003,both,1,True
SC1101062011004,both,1,False
SC1101062012002,both,1,False
SC1101062013001,both,1,False
SC1101062013002,both,1,False
SC1101062013003,both,1,True
SC1101062015001,both,1,False
SC1101062016001,both,1,False
SC1101062016002,both,1,False
SC1101062017001,both,1,False
SC1101062017002,both,1,False
SC1101062018001,both,1,True
SC1101062019001,both,1,False
SC1101062020001,both,1,False
SC1101062020002,both,1,False
SC1101062021001,both,1,False
SC1101062021002,both,1,False
SC1101062022001,both,1,False
SC1101062022002,both,1,False
SC1101062023001,both,1,False
SC1101062023002,both,1,False
SC1101062024001,both,1,False
SC1101062024002,both,1,False
SC1101062025001,both,1,False
SC1101062025002,both,1,False
SC1101062026001,both,1,True
SC1101062026002,both,1,False
SC1101062028002,both,1,True
SC1101062028003,both,1,False
SC1101072001001,both,1,False
SC1101072005001,both,1,False
SC1101072006001,both,1,False
SC1101072006003,both,1,False
SC1101072011001,both,1,False
SC1101082001001,both,1,False
SC1101082001002,both,1,False
SC1101082001003,both,1,False
SC1101082001004,both,1,False
SC1101082001005,both,1,False
SC1101082002001,both,1,False
SC1101082002002,both,1,False
SC1101082002003,both,1,True
SC1101082002004,both,1,True
SC1101082002005,both,1,False
SC1101082003001,both,1,False
SC1101082003002,both,1,False
SC1101082003003,both,1,False
SC1101082004001,both,1,False
SC1101082004002,both,1,False
SC1101082004003,both,1,False
SC1101082005001,both,2,False
SC1101082005002,both,1,True
SC1101082005003,both,1,False
SC1101082005004,both,1,False
SC1101082006001,both,1,False
SC1101082006002,both,1,False
SC1101082007002,both,1,True
SC1101082008001,both,1,True
SC1101082008002,both,1,True
SC1101082008003,both,1,False
SC1101082008004,both,1,False
SC1101082008005,both,2,False
SC1101082008006,both,1,False
SC1101082008007,both,1,False
SC1101082008008,both,1,False
SC1101082009001,both,1,False
SC1101082010001,both,2,False
SC1101082010002,both,1,True
SC1101082010003,both,1,False
SC1101082010004,both,1,False
SC1101082011001,both,1,False
SC1101082011002,both,1,False
SC1101082011003,both,1,False
SC1101082011004,both,1,False
SC1101082011005,both,1,False
SC1101082012001,both,1,True
SC1101082012002,both,1,False
SC1101082012003,both,1,False
SC1101082012004,both,2,True
SC1101082012005,both,1,False
SC1101082012006,both,1,False
SC1101082013001,both,1,True
SC1101082013002,both,1,False
SC1101082014001,both,1,False
SC1101082014002,both,1,True
SC1101082015001,both,1,False
SC1101082015002,both,2,False
SC1101082015003,both,1,True
SC1101082016001,both,1,False
SC1101082016002,both,1,False
SC1101082016003,both,1,False
SC1101082016004,both,1,False
SC1101082016005,both,1,False
SC1101082016006,both,1,True
SC1101092001001,both,1,False
SC1101092001002,both,1,False
SC1101092001003,both,1,True
SC1101092002001,both,1,True
SC1101092002002,both,1,False
SC1101092003001,only non-discount,1,False
SC1101092003002,only non-discount,2,False
SC1101092005001,both,1,False
SC1101092005002,both,1,False
SC1101092007001,both,2,False
SC1101092012002,both,1,False
SC1101092013001,both,1,False
SC1101092014001,both,1,False
SC1101092015001,both,1,False
SC1101092015002,both,1,False
SC1101092016001,both,1,False
SC1101102001001,both,1,False
SC1101102001002,both,1,False
SC1101102003001,both,1,True
SC1101102003003,both,1,False
SC1101102004001,both,1,False
SC1101102006001,both,1,False
SC1101102008001,both,1,False
SC1101102008002,both,1,False
SC1101102009001,both,1,True
SC1101102009003,both,1,False
SC1101102011003,both,2,False
SC1101102012001,both,1,True
SC1101102017001,both,1,False
SC1101102017002,both,1,True
SC1101102018002,both,1,True
SC1101102018003,both,1,False
SC1101102019002,both,1,True
SC1101102021001,both,1,True
SC1101112001001,both,1,False
SC1101112001002,both,1,False
SC1101112001003,both,1,False
SC1101112002001,both,1,False
SC1101112002002,both,1,False
SC1101112003001,both,1,False
SC1101112003002,both,1,False
SC1101112004001,both,1,True
SC1101112004002,both,4,True
SC1101112005001,both,1,False
SC1101112005002,both,1,False
SC1101112005003,both,1,False
SC1101112006001,both,1,False
SC1101112006002,both,1,False
SC1101112007001,both,1,False
SC1101112007002,both,1,False
SC1101112008001,both,1,True
SC1101112008002,both,1,False
SC1101112008003,both,1,False
SC1101112008004,both,1,False
SC1101112009003,both,1,False
SC1101112009004,both,1,False
SC1101112010001,both,1,False
SC1101112010002,both,1,False
SC1101112011001,both,1,False
SC1101112011002,both,1,False
SC1101112011003,both,1,False
SC1101112011004,both,1,False
SC1101112012001,both,1,False
SC1101112012002,both,1,True
SC1101122002001,both,1,False
SC1101122002002,both,1,True
SC1101122005004,both,1,False
SC1101122006003,both,2,False
SC1101122007902,both,1,False
SC1101122011006,both,1,False
SC1101122012001,both,1,False
SC1101122012002,both,1,True
SC1101122012003,both,1,False
SC1101122014001,both,1,True
SC1101122014003,both,1,True
SC1101122015003,both,1,False
SC1101132001001,both,1,False
SC1101132001002,both,1,True
SC1101132001003,both,1,False
SC1101132002001,both,1,True
SC1101132003001,both,1,False
SC1101132003002,both,1,True
SC1101132006001,both,1,True
SC1101132007001,both,1,False
SC1101132007002,both,1,False
SC1101132008001,both,1,False
SC1101132008002,both,1,False
SC1101132009001,both,1,False
SC1101132010002,both,1,True
SC1101132011001,both,1,False
SC1101132011002,both,1,False
SC1101132012001,both,1,False
SC1101132012002,both,1,True
SC1101132012003,both,1,False
SC1101132013002,both,1,False
SC1101142001001,both,2,False
SC1101142001002,both,1,False
SC1101142001003,both,1,False
SC1101142001004,both,1,False
SC1101142002002,both,1,False
SC1101142002003,both,1,False
SC1101142002004,both,1,False
SC1101142003001,both,1,True
SC1101142003002,both,1,False
SC1101142004002,both,1,True
SC1101142004003,both,1,True
SC1101142004004,both,1,False
SC1101142004006,both,1,False
SC1101142005001,both,1,False
SC1101142005002,both,1,False
SC1101142005003,both,1,False
SC1101142006001,both,1,False
SC1101142007001,both,1,False
SC1101142007002,both,1,True
SC1101142007003,both,1,False
SC1101142008001,both,1,True
SC1101142008002,both,1,False
SC1101142008003,both,2,True
SC1101142008004,both,1,True
SC1101142009002,both,1,False
SC1101142009003,both,1,False
SC1101142009004,both,1,False
SC1101142009005,only non-discount,1,False
SC1101152001001,both,1,False
SC1101152001002,both,1,False
SC1101152001003,both,1,False
SC1101152004001,both,1,False
SC1101152008003,both,1,False
SC1101162005002,both,1,False
SC1101162006003,both,1,False
SC1101162006004,both,1,False
SC1101162007001,both,1,False
SC1101162007002,both,1,False
SC1101162007005,only non-discount,1,False
SC1101162008001,both,1,True
SC1101162008002,both,1,False
SC1101162008003,both,1,False
SC1101162008004,both,2,False
SC1101162008005,both,1,True
SC1101162009001,both,1,False
SC1101162009002,both,1,True
SC1101162010001,both,1,False
SC1101162010002,both,1,False
SC1101162011001,only non-discount,1,False
SC1101162012001,both,1,True
SC1101172001002,both,1,False
SC1101172003002,only non-discount,2,False
SC1101172004001,only non-discount,1,False
SC1101172005002,only non-discount,1,False
SC1101172005003,only non-discount,1,False
SC1101172006001,only non-discount,1,False
SC1101172007001,both,1,True
SC1101172009001,only non-discount,1,False
SC1101172009003,only non-discount,1,False
SC1101182001002,both,1,True
SC1101182001003,both,1,False
SC1101182001004,both,1,False
SC1101182001005,both,1,True
SC1101182004001,both,1,True
SC1101182005001,both,1,False
SC1101182005002,both,1,False
SC1101182006001,both,1,False
SC1101182007001,both,1,False
SC1101182007002,both,1,False
SC1101182009001,both,1,False
SC1101182010002,both,1,False
SC1102012002001,both,1,True
SC1102012006001,both,2,True
SC1102012006002,both,1,False
SC1102012007002,both,1,False
SC1102012011003,both,1,False
SC1102012012002,both,1,False
SC1102012013001,both,1,False
SC1102012015001,both,2,True
SC1102012016002,both,1,False
SC1102012021001,both,3,True
SC1102012023001,both,2,True
SC1102012025001,both,3,False
SC1102012025002,both,1,False
SC1102012026001,both,1,False
SC1102012026002,both,1,False
SC1102012028001,both,1,False
SC1102022001001,both,1,False
SC1102022001002,both,1,False
SC1102022002001,both,1,True
SC1102022003001,both,2,True
SC1102022003002,both,1,False
SC1102022004001,both,1,False
SC1102022005002,both,1,False
SC1102022006001,both,1,False
SC1102022006002,both,1,False
SC1102022007001,both,1,False
SC1102022007003,both,1,False
SC1102022009001,both,1,False
SC1102022009002,both,1,False
SC1102022010002,both,1,False
SC1102022010003,both,1,False
SC1102022011001,both,1,True
SC1102022013001,both,1,False
SC1102022013002,both,1,False
SC1102022014003,both,1,True
SC1102022014004,both,1,False
SC1102022015001,both,1,False
SC1102022015002,both,1,True
SC1102022016001,both,1,False
SC1102022017001,both,1,False
SC1102022017002,both,1,False
SC1102022018001,both,1,False
SC1102022018002,both,1,False
SC1102022019001,both,1,False
SC1102022019002,both,1,True
SC1102022020001,both,2,False
SC1102022020002,both,1,False
SC1102022020003,both,1,False
SC1102022021001,both,1,False
SC1102022022001,both,1,False
SC1102022023001,both,1,True
SC1102022025001,both,1,True
SC1102022025002,both,1,False
SC1102022027001,both,1,False
SC1102022028001,both,1,False
SC1102022031001,both,1,False
SC1102022031002,both,2,False
SC1102022033001,both,1,False
SC1102022033002,both,1,False
SC1102022035002,both,1,False
SC1102032001001,both,1,False
SC1102032001002,both,1,False
SC1102032001003,both,2,False
SC1102032001004,both,1,False
SC1102032005001,both,1,False
SC1102032006002,both,2,False
SC1102032011001,both,1,False
SC1102032011002,both,1,False
SC1102032011003,both,1,False
SC1102032012001,both,1,False
SC1102032012002,both,1,False
SC1102032013002,only non-discount,1,False
SC1102032017002,both,1,False
SC1102032017003,both,2,False
SC1102032018002,both,2,False
SC1102032020001,both,2,False
SC1102032021001,both,1,False
SC1102032021002,both,2,True
SC1102032025001,both,1,False
SC1102032028001,both,1,False
SC1102032031001,both,1,False
SC1102032031002,both,2,False
SC1102032035001,both,1,False
SC1102032036001,both,1,True
SC1102032037001,both,2,True
SC1102032039001,both,1,False
SC1102032040001,both,1,False
SC1102032042001,only non-discount,2,False
SC1102042001001,both,1,False
SC1102042001002,both,1,False
SC1102042001003,both,1,False
SC1102042001004,both,1,False
SC1102042001005,both,2,False
SC1102042001006,both,1,False
SC1102042001007,both,1,False
SC1102042001008,both,1,False
SC1102042001009,both,1,False
SC1102042001010,both,1,False
SC1102042001013,both,1,False
SC1102042001014,both,1,False
SC1102042001016,both,2,False
SC1102042001901,both,1,False
SC1102042002001,both,1,False
SC1102042002002,both,1,False
SC1102042002003,only non-discount,1,False
SC1102042002004,both,1,False
SC1102042003001,both,1,True
SC1102042003002,both,2,False
SC1102042003003,both,1,False
SC1102042003005,both,1,False
SC1102042004001,both,1,False
SC1102042004002,both,3,True
SC1102042004003,both,2,False
SC1102042005001,both,1,False
SC1102042005003,both,2,False
SC1102042005004,both,1,False
SC1102042006001,both,1,True
SC1102042006002,both,1,False
SC1102042006003,both,1,False
SC1102042006004,both,1,False
SC1102042006005,both,1,True
SC1102042007001,both,1,False
SC1102042007002,both,1,False
SC1102042009001,both,1,False
SC1102042009002,only non-discount,1,False
SC1102042010001,both,2,False
SC1102042010002,both,1,False
SC1102042010003,both,1,False
SC1102042010004,both,1,False
SC1102042010006,both,1,False
SC1102042010007,both,1,False
SC1102042010008,both,2,False
SC1102042010009,both,1,False
SC1102042011001,both,1,False
SC1102042011002,both,1,False
SC1102042012001,both,1,False
SC1102042012002,both,1,True
SC1102042012003,both,1,False
SC1102042013001,both,1,False
SC1102042013002,only non-discount,2,False
SC1102042013003,both,1,False
SC1102042013004,both,1,False
SC1102042013005,both,1,False
SC1102042014001,both,2,False
SC1102042014002,both,2,False
SC1102042015001,both,1,True
SC1102042015002,both,1,True
SC1102042015003,both,1,False
SC1102042015004,both,1,True
SC1102042016002,both,1,False
SC1102042016003,both,1,True
SC1102042017001,both,1,False
SC1102042018001,both,1,False
SC1102042019001,only non-discount,1,False
SC1102042019002,only non-discount,2,False
SC1102042021001,both,1,False
SC1102042021002,both,1,False
SC1102042021003,both,1,False
SC1102042021004,both,1,False
SC1102042022001,both,1,False
SC1102042022002,both,1,False
SC1102042022004,both,1,False
SC1102042023001,both,1,False
SC1102042024001,both,1,False
SC1102042024002,both,2,False
SC1102042025001,both,1,False
SC1102042025002,both,1,False
SC1102042026001,both,1,True
SC1102042027001,both,2,False
SC1102052005001,only non-discount,2,False
SC1102052009001,both,2,False
SC1102052009002,both,1,False
SC1102052011001,both,1,False
SC1102052011002,both,1,True
SC1102052011003,both,2,True
SC1102052012001,both,1,False
SC1102052012002,both,1,False
SC1102052012003,both,1,False
SC1102052013001,both,1,True
SC1102052013002,both,1,False
SC1102052013003,both,1,True
SC1102052014001,both,1,False
SC1102052014002,both,1,False
SC1102052014003,both,2,True
SC1102052015001,both,1,False
SC1102052015002,both,1,False
SC1102052025001,both,2,False
SC1102052025002,both,1,False
SC1102052025003,both,1,True
SC1102052025004,both,1,False
SC1102052026001,only non-discount,10,False
SC1102052026002,both,3,False
SC1102052026003,both,1,False
SC1102052026004,both,1,False
SC1102052026005,both,1,False
SC1102052027001,both,1,False
SC1102052027002,both,1,False
SC1102052027003,both,4,True
SC1102052029001,both,1,False
SC1102052029002,both,1,False
SC1102052030001,only non-discount,2,False
SC1102052031001,only non-discount,2,False
SC1102052032001,both,1,False
SC1102052033001,both,2,False
SC1102052034001,both,1,False
SC1102052034002,both,1,False
SC1102052035001,both,2,False
SC1102052035002,both,1,False
SC1102052035003,both,1,False
SC1102052036001,both,1,False
SC1102052036002,both,1,False
SC1102062001002,both,1,False
SC1102062001003,both,1,False
SC1102062002001,both,1,False
SC1102062003001,both,1,True
SC1102062003002,both,1,True
SC1102062003003,both,1,False
SC1102062004002,both,1,True
SC1102062005001,both,1,True
SC1102062005002,both,1,True
SC1102062006001,both,1,False
SC1102062006002,both,1,False
SC1102062007002,both,1,False
SC1102062008001,both,1,False
SC1102062008002,both,1,False
SC1102062008003,both,1,False
SC1102062010001,both,1,False
SC1102062010002,both,1,False
SC1102062010003,both,1,False
SC1102062011001,both,2,True
SC1102062011002,both,2,False
SC1102062012002,both,1,False
SC1102062013001,both,1,False
SC1102062013002,both,1,True
SC1102062013003,both,1,False
SC1102062014001,both,1,False
SC1102062014002,both,1,False
SC1102062014003,both,1,False
SC1102062015001,both,1,True
SC1102062015002,both,1,False
SC1102062016001,both,1,True
SC1102062016002,both,1,False
SC1102062017001,both,1,False
SC1102062017002,both,1,False
SC1102062018002,both,2,True
SC1102062024001,both,1,True
SC1102062025001,both,1,False
SC1102062025002,both,1,False
SC1102062026001,both,1,True
SC1102062026002,both,1,False
SC1102062027001,both,2,False
SC1102062027002,both,1,True
SC1102072002001,both,1,True
SC1102072003001,both,1,False
SC1102072003002,both,2,False
SC1102072006001,only non-discount,1,False
SC1102072007001,both,1,False
SC1102072007002,both,1,False
SC1102072011002,both,1,False
SC1102072014001,both,2,False
SC1102072015001,both,2,False
SC1102072015002,both,2,False
SC1102072016001,both,1,False
SC1102072016002,both,1,True
SC1102072017001,both,1,True
SC1102072023002,both,2,False
SC1102072024001,both,1,False
SC1102072024002,both,1,False
SC1102072027001,both,1,False
SC1102072028001,both,1,False
SC1102082005001,both,1,False
SC1102082014002,both,1,False
SC1102082026002,both,1,False
SC1102082030001,both,1,True
SC1102092001001,both,2,True
SC1102092001002,both,1,False
SC1102092002001,both,1,False
SC1102092003001,both,1,False
SC1102092004001,both,1,False
SC1102092005001,only non-discount,1,False
SC1102092005002,only non-discount,1,False
SC1102092006001,both,1,False
SC1102092006002,both,1,False
SC1102092008001,both,1,True
SC1102092008002,both,1,True
SC1102092010001,both,1,True
SC1102092010002,both,1,False
SC1102092011001,both,1,False
SC1102092011002,both,1,True
SC1102092011003,both,1,False
SC1102092012001,both,1,False
SC1102092012002,both,1,False
SC1102092013002,both,1,False
SC1102092014001,both,2,False
SC1102092016001,both,1,False
SC1102092016002,both,2,True
SC1102092017001,both,1,True
SC1102092017002,both,1,False
SC1102092018001,only non-discount,1,False
SC1102092019001,both,1,False
SC1102092020001,both,1,False
SC1102092022001,both,1,True
SC1102092023002,both,1,False
SC1102092023003,both,1,False
SC1102092024001,both,1,False
SC1102092024002,both,1,False
SC1102102002001,both,1,False
SC1102102002003,both,1,True
SC1102102002004,both,1,False
SC1102102004002,both,3,False
SC1102102007001,both,1,False
SC1102102007002,both,1,False
SC1102102009002,both,1,False
SC1102102009003,both,1,False
SC1102102011002,both,1,False
SC1102102012002,both,1,False
SC1102102015001,both,1,False
SC1102102017002,both,1,False
SC1102112005001,both,1,False
SC1102112007001,both,1,True
SC1102112008001,only non-discount,1,False
SC1102112011001,only non-discount,1,False
SC1102112018002,only non-discount,3,False
SC1102112019001,both,1,False
SC1102112021001,only non-discount,1,False
SC1102112022001,both,2,False
SC1102112023001,both,1,False
SC1102112025001,both,2,False
SC1102112027001,both,2,False
SC1102122001001,both,1,False
SC1102122002001,both,1,False
SC1102122004002,both,3,False
SC1102122005001,both,1,False
SC1102122006001,both,1,False
SC1102122006002,both,1,False
SC1102122007001,both,1,False
SC1102122008001,both,2,False
SC1102122009001,both,2,False
SC1102122009002,both,2,False
SC1102122010001,both,1,False
SC1102122010002,both,1,False
SC1102122012001,both,2,False
SC1102122014001,both,1,True
SC1102122015001,both,1,False
SC1102122016001,both,1,False
SC1102122018001,both,1,False
SC1102122018002,both,1,True
SC1102122019001,both,1,False
SC1102122020001,both,1,False
SC1102122020002,only non-discount,3,False
SC1102122022001,both,1,False
SC1102122024001,both,1,True
SC1102122025001,both,1,False
SC1102122025002,both,4,True
SC1102132001001,both,2,False
SC1102132002001,both,1,False
SC1102132003001,both,1,False
SC1102132003002,both,1,False
SC1102132004002,both,1,False
SC1102132006001,both,1,False
SC1102132006002,both,1,False
SC1102132007002,only non-discount,3,False
SC1102132008001,both,1,False
SC1102132009001,both,1,False
SC1102132010001,both,1,False
SC1102132010002,both,1,False
SC1102132011001,both,2,True
SC1102132011002,both,1,False
SC1102132012001,both,1,False
SC1102132013001,both,1,False
SC1102132014001,both,2,False
SC1102132015001,both,1,True
SC1102132016001,both,2,False
SC1102132017001,both,1,False
SC1102132019001,both,1,False
SC1102132020001,both,1,False
SC1102132021001,both,2,False
SC1102132022001,both,1,False
SC1102142002002,only non-discount,5,False
SC1102142006001,only non-discount,2,False
SC1102142009002,both,1,False
SC1102142013002,both,1,False
SC1102142016001,both,1,False
SC1102152001001,both,6,False
SC1102152002001,both,1,False
SC1102152003001,both,1,False
SC1102152004001,both,3,False
SC1102152007001,both,1,False
SC1102152008002,both,2,False
SC1102152011001,both,1,False
SC1102152012001,both,2,False
SC1102152013001,both,1,False
SC1102152014001,both,1,False
SC1102152015001,both,2,False
SC1102162001001,both,1,False
SC1102162002001,both,1,False
SC1102162003001,both,1,False
SC1102162003002,both,6,False
SC1102162007001,both,1,True
SC1102162007002,both,1,False
SC1102162009001,both,1,False
SC1102162010001,both,1,True
SC1102162013001,only non-discount,2,False
SC1102162017001,both,2,False
SC1102162018001,both,1,False
SC1102162020001,only non-discount,2,False
SC1102162021001,only non-discount,1,False
SC1102162023001,only non-discount,1,False
SC1103012002001,both,1,False
SC1103012004002,both,1,False
SC1103012006001,both,1,False
SC1103012009002,both,1,False
SC1103012013001,both,2,True
SC1103012018001,both,1,False
SC1103012020001,both,1,False
SC1103012020002,both,1,False
SC1103012021002,both,1,False
SC1103012022001,both,1,False
SC1103012023001,both,1,False
SC1103012025001,both,1,False
SC1103012026001,both,1,False
SC1103012027003,both,1,False
SC1103012028001,both,1,False
SC1103012030003,both,2,False
SC1103012031001,both,1,False
SC1103012036001,both,1,True
SC1103012036002,both,1,False
SC1103012040001,both,1,False
SC1103012042001,both,1,True
SC1103012043001,both,1,True
SC1103012045001,both,2,False
SC1103012046001,both,1,True
SC1103012046002,both,1,False
SC1103012046003,both,1,False
SC1103022017001,both,1,False
SC1103022018002,both,1,False
SC1103022030002,both,1,False
SC1103022037001,both,1,False
SC1103032001009,both,1,True
SC1103032023002,both,1,False
SC1103032053003,both,1,False
SC1103032061002,both,1,False
SC1103032061003,both,2,True
SC1103042002002,both,1,False
SC1103042007001,both,2,False
SC1103042007002,both,1,False
SC1103042008001,both,1,False
SC1103042013001,both,1,False
SC1103042014001,both,1,False
SC1103042014002,both,1,False
SC1103042014004,both,1,True
SC1103042014005,both,1,True
SC1103042018002,both,1,False
SC1103042019003,both,1,False
SC1103042022001,both,1,False
SC1103042022003,both,1,False
SC1103042023001,both,1,False
SC1103042023002,both,1,False
SC1103042024002,both,1,False
SC1103042025004,both,1,False
SC1103042025006,both,1,False
SC1103052001001,both,1,False
SC1103052003001,both,1,False
SC1103052004001,both,1,False
SC1103052004002,both,1,False
SC1103052005001,both,1,True
SC1103052006001,both,1,False
SC1103052009001,both,1,True
SC1103052011001,both,3,True
SC1103052013001,both,1,False
SC1103052016001,both,1,False
SC1103052016002,both,2,True
SC1103062001001,both,1,False
SC1103062003001,both,1,True
SC1103062005002,both,1,True
SC1103062006001,both,1,False
SC1103062006002,both,1,False
SC1103062006003,both,1,True
SC1103062007003,both,1,False
SC1103062008001,both,1,False
SC1103062009001,both,1,False
SC1103062009002,both,1,False
SC1103062010001,both,1,False
SC1103062010002,both,1,True
SC1103062013001,both,1,False
SC1103062013002,both,1,False
SC1103062025002,both,1,True
SC1103062026002,both,1,False
SC1103062028001,both,1,True
SC1103062029001,both,1,False
SC1103062029002,both,1,False
SC1103062030001,both,1,False
SC1103062031001,both,1,False
SC1103062033001,both,1,True
SC1103062034001,both,1,False
SC1103062036001,both,1,True
SC1103062036002,both,1,False
SC1103062036003,both,3,False
SC1103062036004,both,1,True
SC1103062038001,both,1,True
SC1103062038002,both,1,False
SC1103062038003,both,1,False
SC1103062039001,both,1,False
SC1103062040001,both,1,False
SC1103072007002,both,1,False
SC1103072008001,both,1,False
SC1103072013001,both,1,False
SC1103072014003,both,1,True
SC1103072016002,both,1,True
SC1103072016003,both,1,False
SC1103072023001,both,4,False
SC1103072023003,both,1,False
SC1103072028001,both,1,False
SC1103072028002,both,3,True
SC1103072028003,both,1,False
SC1103072037001,both,1,False
SC1103072037002,both,1,True
SC1103082001001,both,1,False
SC1103082001002,both,1,False
SC1103082001003,both,1,False
SC1103082001004,both,1,False
SC1103082001006,both,1,False
SC1103082002001,both,1,False
SC1103082002002,both,1,True
SC1103082002003,both,1,True
SC1103082002004,both,1,False
SC1103082002005,both,1,False
SC1103082002007,both,1,True
SC1103082003001,both,1,False
SC1103082003003,both,1,True
SC1103082004001,both,1,False
SC1103082004002,both,1,False
SC1103082005001,both,1,False
SC1103082005002,both,1,False
SC1103082006001,both,1,False
SC1103082007001,both,1,False
SC1103082008001,both,1,False
SC1103082009001,both,1,True
SC1103082010001,both,1,False
SC1103082010002,both,1,False
SC1103082011001,both,2,False
SC1103082011003,both,1,False
